CountryCode,IndicatorCode,Year,Value
SGP,SE.TER.ENRR,2000,48248182018.5
SLB,NY.GDP.MKTP.CD,2000,419842688.0
SLB,SE.TER.ENRR,2000,527858345.1
SLE,NY.GDP.MKTP.CD,2000,635874002.2
SLE,SE.TER.ENRR,2000,1.614070058
SLV,NY.GDP.MKTP.CD,2000,11784927700.0
SLV,SE.TER.ENRR,2000,19.69491005
SMR,NY.GDP.MKTP.CD,2000,1005159388.0
SMR,SE.TER.ENRR,2000,59.31990051
SOM,NY.GDP.MKTP.CD,2000,2291948701.879934
SOM,SE.TER.ENRR,2000,4583897344.439967
SRB,NY.GDP.MKTP.CD,2000,6875845987.0
SRB,SE.TER.ENRR,2000,4583897326.119574
SSA,NY.GDP.MKTP.CD,2000,2291948665.239146
SSA,SE.TER.ENRR,2000,4.358719826
SSD,NY.GDP.MKTP.CD,2000,141333333336.23917
SSD,SE.TER.ENRR,2000,94222222225.61218
SSF,NY.GDP.MKTP.CD,2000,47111111114.98518
SSF,SE.TER.ENRR,2000,4.358180046
SST,NY.GDP.MKTP.CD,2000,130000000000.0
SST,SE.TER.ENRR,2000,9.892660141
STP,NY.GDP.MKTP.CD,2000,315890663.16177344
STP,SE.TER.ENRR,2000,631781316.4308867
SUR,NY.GDP.MKTP.CD,2000,947671969.7
SUR,SE.TER.ENRR,2000,15095115383.35
SVK,NY.GDP.MKTP.CD,2000,29242558797.0
SVK,SE.TER.ENRR,2000,28.7107296
SVN,NY.GDP.MKTP.CD,2000,20289627637.0
SVN,SE.TER.ENRR,2000,55.3705101
SWE,NY.GDP.MKTP.CD,2000,61.507673264999994
SWE,SE.TER.ENRR,2000,67.64483643
SWZ,NY.GDP.MKTP.CD,2000,1738093757.0
SWZ,SE.TER.ENRR,2000,4.296020031
SXM,NY.GDP.MKTP.CD,2000,218070813.66401336
SXM,SE.TER.ENRR,2000,436141623.0320067
SYC,NY.GDP.MKTP.CD,2000,654212432.4
SYC,SE.TER.ENRR,2000,40622117352.200005
SYR,NY.GDP.MKTP.CD,2000,80590022272.0
SYR,SE.TER.ENRR,2000,60789643397.0
TCA,NY.GDP.MKTP.CD,2000,40989264522.0
TCA,SE.TER.ENRR,2000,21188885647.0
TCD,NY.GDP.MKTP.CD,2000,1388506772.0
TCD,SE.TER.ENRR,2000,0.817380011
TEA,NY.GDP.MKTP.CD,2000,5.9907899205
TEA,SE.TER.ENRR,2000,11.16419983
TEC,NY.GDP.MKTP.CD,2000,25.299055099999997
TEC,SE.TER.ENRR,2000,39.43391037
TGO,NY.GDP.MKTP.CD,2000,2027363117.0
TGO,SE.TER.ENRR,2000,64013681558.5
